checkpoint,group,n,entropy_mean,entropy_std,perplexity_mean,perplexity_std,top1_mass_mean,top1_mass_std,top5_mass_mean,top5_mass_std,top10_mass_mean,top10_mass_std,peak_slice_mean,peak_slice_std
LUNG_WINDOW_CKPT,neg,25,4.484297446149809,0.03526163695804773,88.66970144426925,3.1201760554288205,0.025070827973143067,0.004277962500727545,0.11335160670369591,0.019733669357377522,0.20588172289133305,0.03259073576468595,47.76,4.465691435824916
LUNG_WINDOW_CKPT,pos,25,4.468794369059328,0.03900578307697489,87.3175820812182,3.3845073672972137,0.02598156722602402,0.004351350579183401,0.11845062659822053,0.018500513030408453,0.21694214766902067,0.03017754431321138,47.92,7.358912963203194
