checkpoint,group,n,entropy_mean,entropy_std,perplexity_mean,perplexity_std,top1_mass_mean,top1_mass_std,top5_mass_mean,top5_mass_std,top10_mass_mean,top10_mass_std,peak_slice_mean,peak_slice_std
frozen600,neg,25,4.5087821140469595,0.02527175866310517,90.8400571773405,2.2840300423889612,0.022703083656654566,0.004061434952871635,0.10333256619636147,0.01837633304149116,0.18669500732574298,0.027982108493502102,50.28,10.057912308227788
frozen600,pos,25,4.506188906028059,0.027613743832900932,90.61035432900319,2.4858901789090164,0.0226382601283323,0.004327768824863332,0.10354614949462773,0.01773172124889977,0.18967361176640105,0.027718466694439014,48.24,7.015867729653974
