checkpoint,group,n,entropy_mean,entropy_std,perplexity_mean,perplexity_std,top1_mass_mean,top1_mass_std,top5_mass_mean,top5_mass_std,top10_mass_mean,top10_mass_std,peak_slice_mean,peak_slice_std
lora600,neg,25,4.456580418225055,0.0851987625743164,86.4923135531159,6.908193513979952,0.028329589584677347,0.008631161515100648,0.12427156309193368,0.038213359506280124,0.2227424662499803,0.06478343870562059,45.76,17.046477642023294
lora600,pos,25,4.453158116125184,0.06354099815212208,86.06863642615545,5.341736903564339,0.02855532622690401,0.005470262142252245,0.1254129133578399,0.024901181384623106,0.2237371360054931,0.04448015500502468,46.8,13.98570698963767
